,content,date,text,Length,sid_sentiment,finbert_label
37,"['use', 'use', 'idiot', 'propaganda', 'program', 'think', 'despit', 'smoke', 'behind', 'without', 'rebutt', 'puff', 'piec', 'front']",20190502 2336400000,use use idiot propaganda program think despit smoke behind without rebutt puff piec front,14,-0.6486,0
38,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2336330000,earli advisor tusk back forward eve,6,0.0,0
39,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2336320000,earli advisor tusk back forward eve,6,0.0,0
40,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve', 'via']",20190502 2336280000,earli advisor tusk back forward eve via,7,0.0,0
41,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2335330000,earli advisor tusk back forward eve,6,0.0,0
42,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2335330000,earli advisor tusk back forward eve,6,0.0,0
43,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2335320000,earli advisor tusk back forward eve,6,0.0,0
44,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2335100000,earli advisor tusk back forward eve,6,0.0,0
45,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve', 'via']",20190502 2335040000,earli advisor tusk back forward eve via,7,0.0,0
46,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2334510000,earli advisor tusk back forward eve,6,0.0,0
47,"['earli', 'advisor', 'tusk', 'back', 'forward', 'eve']",20190502 2334470000,earli advisor tusk back forward eve,6,0.0,0
48,"['also', 'look', 'punch', 'pay', 'close', 'attent', 'new', 'york', 'citi', 'quartz']",20190502 2326070000,also look punch pay close attent new york citi quartz,10,-0.1027,0
49,"['deliv', 'food', 'push', 'profit', 'speak', 'profit', 'check', 'video', 'wild', 'profit']",20190502 2320590000,deliv food push profit speak profit check video wild profit,10,0.8271,0
50,"['fresh', 'cap', 'brutal', 'first', 'month', 'stock', 'market', 'everyth', 'know', 'sinc', 'debut']",20190502 2310030000,fresh cap brutal first month stock market everyth know sinc debut,11,-0.4215,0
51,"['commentari', 'three', 'show', 'lot', 'wait']",20190502 2306080000,commentari three show lot wait,5,0.0,0
52,"['make', 'kill', 'moral', 'stain', 'silicon', 'valley']",20190502 2303190000,make kill moral stain silicon valley,6,-0.6908,0
53,"['commentari', 'three', 'show', 'lot', 'wait']",20190502 2300390000,commentari three show lot wait,5,0.0,0
54,"['reportedli', 'demand']",20190502 2300190000,reportedli demand,2,-0.128,0
55,"['columnist', 'moral', 'stain', 'base', 'money', 'educ', 'middl', 'east', 'money', 'cancer', 'research', 'micro', 'peopl', 'got', 'ta', 'learn', 'work']",20190502 2256090000,columnist moral stain base money educ middl east money cancer research micro peopl got ta learn work,17,-0.6597,0
56,"['thirti', 'ago', 'balanc', 'sheet', 'like', 'like', 'file', 'cash', 'call']",20190502 2253540000,thirti ago balanc sheet like like file cash call,9,0.6124,0
58,"['next', 'may']",20190502 2244430000,next may,2,0.0,0
59,"['innov', 'stripe', 'zoom']",20190502 2244340000,innov stripe zoom,3,0.0,0
60,"['yet', 'anoth', 'pool', 'hope', 'everi', 'driver', 'file', 'million', 'small', 'come']",20190502 2238330000,yet anoth pool hope everi driver file million small come,10,0.4404,0
62,"['hope', 'everi', 'driver', 'stop', 'screw']",20190502 2237050000,hope everi driver stop screw,5,0.0772,0
63,"['strike', 'may', 'ahead', 'turn', 'dont', 'cross', 'picket', 'line']",20190502 2236250000,strike may ahead turn dont cross picket line,8,-0.128,-1
64,"['hey', 'yet', 'anoth', 'fair', 'know', 'would', 'great', 'nickl', 'death', 'file', 'small', 'court', 'strike', 'absolut', 'tank']",20190502 2233000000,hey yet anoth fair know would great nickl death file small court strike absolut tank,15,0.25,0
65,"['taxi', 'privat', 'sue', 'major', 'class', 'action', 'much', 'disrupt', 'platform', 'monopoli', 'that', 'unabl', 'make', 'profit', 'upcom', 'exit', 'strategi', 'interest', 'watch']",20190502 2232350000,taxi privat sue major class action much disrupt platform monopoli that unabl make profit upcom exit strategi interest watch,19,0.7096,-1
66,"['make', 'kill', 'moral', 'stain', 'silicon', 'valley', 'via']",20190502 2230500000,make kill moral stain silicon valley via,7,-0.6908,0
67,"['latest', 'jeff', 'get', 'even']",20190502 2226340000,latest jeff get even,4,0.0,0
69,"['rule', 'major', 'gig', 'economi', 'like', 'could', 'even', 'compel', 'simpli', 'reclassifi', 'chang', 'come', 'rais', 'could', 'biggest']",20190502 2217500000,rule major gig economi like could even compel simpli reclassifi chang come rais could biggest,15,0.4144,0
70,"['morgan', 'stabil', 'role']",20190502 2214320000,morgan stabil role,3,0.0,0
71,"['aye', 'market', 'like', 'red', 'start', 'valuat', 'billion', 'may', 'look', 'good', 'trust', 'go', 'end', 'well', 'never', 'fix', 'old', 'much', 'much', 'bigger', 'know', 'alway', 'hit']",20190502 2213570000,aye market like red start valuat billion may look good trust go end well never fix old much much bigger know alway hit,23,0.8689,0
72,"['make', 'kill', 'moral', 'stain', 'silicon', 'valley', 'via']",20190502 2212000000,make kill moral stain silicon valley via,7,-0.6908,0
73,"['billion', 'hour', 'lot', 'wait', 'via']",20190502 2211160000,billion hour lot wait via,5,0.0,0
74,"['tech', 'avoid', 'ride']",20190502 2210010000,tech avoid ride,3,-0.296,0
75,"['jeff', 'get', 'even']",20190502 2206230000,jeff get even,3,0.0,0
76,"['jeff', 'get', 'even']",20190502 2205530000,jeff get even,3,0.0,0
77,"['exit', 'scam']",20190502 2205460000,exit scam,2,-0.5719,0
78,"['jeff', 'get', 'even']",20190502 2155350000,jeff get even,3,0.0,0
79,"['jeff', 'get', 'even', 'founder', 'jeff', 'earli', 'investor', 'make', 'million', 'compani', 'initi', 'public']",20190502 2152050000,jeff get even founder jeff earli investor make million compani initi public,12,0.0,0
80,"['top', 'caller']",20190502 2151210000,top caller,2,0.2023,0
81,"['get', 'readi', 'bonanza', 'accord', 'data', 'capit', 'research', 'team', 'could', 'go', 'public', 'next', 'day']",20190502 2145080000,get readi bonanza accord data capit research team could go public next day,13,0.0,0
82,"['hi', 'drive', 'theyr', 'offer', 'around', 'price', 'think', 'buy', 'hope', 'quick', 'buck']",20190502 2136150000,hi drive theyr offer around price think buy hope quick buck,11,0.4404,0
83,"['hi', 'drive', 'theyr', 'offer', 'around', 'price', 'think', 'buy', 'hope', 'quick', 'buck']",20190502 2135350000,hi drive theyr offer around price think buy hope quick buck,11,0.4404,0
84,"['hi', 'guy', 'drive', 'theyr', 'offer', 'around', 'price', 'think', 'buy', 'hope', 'quick', 'buck']",20190502 2135000000,hi guy drive theyr offer around price think buy hope quick buck,12,0.4404,0
85,"['hi', 'drive', 'theyr', 'offer', 'around', 'price', 'think', 'buy', 'hope', 'quick', 'buck']",20190502 2134090000,hi drive theyr offer around price think buy hope quick buck,11,0.4404,0
86,"['everyth', 'involv', 'money', 'fast', 'money', 'keep', 'realli', 'tax', 'win']",20190502 2133430000,everyth involv money fast money keep realli tax win,9,0.5859,0
87,"['interest', 'point', 'view', 'cultur', 'behind', 'way', 'want', 'build']",20190502 2133350000,interest point view cultur behind way want build,8,0.5106,0
88,"['dan', 'drive', 'theyr', 'offer', 'around', 'price', 'think', 'buy', 'hope', 'quick', 'buck']",20190502 2133150000,dan drive theyr offer around price think buy hope quick buck,11,0.4404,0
89,"['best', 'play', 'new', 'profit']",20190502 2132020000,best play new profit,4,0.8591,0
90,"['get', 'front']",20190502 2131460000,get front,2,0.0,0
91,"['ye', 'simpl', 'fast', 'forward', 'file', 'sens']",20190502 2128220000,ye simpl fast forward file sens,6,0.0,0
92,"['news', 'break']",20190502 2123400000,news break,2,0.0,0
93,"['bit', 'bit', 'e', 'da', 'e', 'e', 'para', 'da', 'e', 'na', 'de']",20190502 2119590000,bit bit e da e e para da e na de,11,0.0,0
94,"['sorri', 'billion', 'valuat', 'ill', 'make', 'suit', 'make', 'feel', 'like', 'billion']",20190502 2118230000,sorri billion valuat ill make suit make feel like billion,10,-0.0772,0
96,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 2118040000,core uphil battl analyst ahead,5,0.0,0
97,"['investor', 'group', 'board', 'ahead']",20190502 2117500000,investor group board ahead,4,0.0,0
98,"['everi', 'compani', 'year', 'smart', 'money', 'train', 'run', 'steam', 'start', 'sell', 'public', 'ridicul']",20190502 2117010000,everi compani year smart money train run steam start sell public ridicul,12,0.4019,0
99,"['investor', 'group', 'board', 'ahead']",20190502 2116170000,investor group board ahead,4,0.0,0
100,"['set', 'go', 'public', 'market', 'cap', 'around']",20190502 2116170000,set go public market cap around,6,0.0,0
101,"['time', 'littl', 'someth', 'wipe', 'ice']",20190502 2108480000,time littl someth wipe ice,5,0.0,0
102,"['nice', 'littl', 'gift', 'eve', 'taxi', 'privat', 'sue', 'major', 'class', 'action', 'via']",20190502 2105080000,nice littl gift eve taxi privat sue major class action via,11,0.6908,-1
103,"['intend', 'screw', 'profit', 'see', 'file', 'document', 'sec', 'scandal']",20190502 2100250000,intend screw profit see file document sec scandal,8,-0.1027,-1
105,"['latest', 'fantasi', 'valuat', 'promis', 'fantast', 'talk', 'everyth', 'except', 'note']",20190502 2052390000,latest fantasi valuat promis fantast talk everyth except note,9,0.0,0
106,"['best', 'debut', 'would', 'measur']",20190502 2052370000,best debut would measur,4,0.6369,1
107,"['sorri', 'billion', 'valuat', 'ill', 'make', 'suit', 'make', 'feel', 'like', 'billion']",20190502 2039270000,sorri billion valuat ill make suit make feel like billion,10,-0.0772,0
108,"['hi', 'radio', 'wonder', 'anyon', 'might', 'avail', 'quick', 'phone', 'interview', 'strike', 'ahead', 'next', 'pleas', 'dot', 'dot', 'thank']",20190502 2039100000,hi radio wonder anyon might avail quick phone interview strike ahead next pleas dot dot thank,16,0.25,0
109,"['san', 'launch', 'protest', 'blackout', 'eve', 'san']",20190502 2037430000,san launch protest blackout eve san,6,-0.25,0
110,"['first', 'wall', 'street', 'buy', 'rate', 'transport', 'technolog', 'market', 'busi', 'entrepreneur', 'news']",20190502 2035010000,first wall street buy rate transport technolog market busi entrepreneur news,11,0.0,0
111,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 2034330000,core uphil battl analyst ahead,5,0.0,0
112,"['investor', 'group', 'board', 'ahead']",20190502 2034190000,investor group board ahead,4,0.0,0
113,"['make', 'biggest', 'tech', 'next', 'peel', 'detail', 'follow', 'along', 'us']",20190502 2034120000,make biggest tech next peel detail follow along us,9,0.0,0
114,"['investor', 'group', 'board', 'refresh']",20190502 2033460000,investor group board refresh,4,0.0,0
115,"['watch', 'ralli', 'beyond', 'meat']",20190502 2033220000,watch ralli beyond meat,4,0.0,0
116,"['make', 'biggest', 'tech', 'next', 'peel', 'detail', 'follow', 'along', 'us']",20190502 2033130000,make biggest tech next peel detail follow along us,9,0.0,0
117,"['investor', 'group', 'board', 'ahead']",20190502 2032280000,investor group board ahead,4,0.0,0
118,"['massiv', 'like', 'cost', 'doubt', 'anoth', 'hole']",20190502 2028210000,massiv like cost doubt anoth hole,6,0.0,0
119,"['sell', 'use', 'fund', 'go', 'profit', 'ride', 'babi']",20190502 2022110000,sell use fund go profit ride babi,7,0.4404,0
120,"['sale', 'la', 'da', 'per', 'un', 'broker', 'sar', 'come', 'e']",20190502 2015220000,sale la da per un broker sar come e,9,0.0,0
122,"['silicon', 'valley', 'run', 'k', 'spencer']",20190502 2012400000,silicon valley run k spencer,5,0.0,0
123,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 2000070000,core uphil battl analyst ahead,5,0.0,0
124,"['closer', 'look']",20190502 2000040000,closer look,2,0.0,0
125,"['claim', 'spread', 'cost', 'owe', 'plu', 'go', 'forward', 'need', 'awar', 'succeed', 'hurt', 'could', 'fatal']",20190502 1950060000,claim spread cost owe plu go forward need awar succeed hurt could fatal,13,-0.5719,-1
126,"['happen', 'theyr', 'go', 'public', 'less', 'book', 'custom', 'less', 'pay', 'truli', 'sad', 'discourag']",20190502 1949200000,happen theyr go public less book custom less pay truli sad discourag,12,-0.4485,0
127,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 1948230000,core uphil battl analyst ahead,5,0.0,0
128,"['interest', 'look', 'back', 'time', 'decad', 'discuss']",20190502 1948190000,interest look back time decad discuss,6,0.4588,0
129,"['investor', 'group', 'board', 'ahead']",20190502 1948090000,investor group board ahead,4,0.0,0
130,"['equiti', 'shot']",20190502 1948030000,equiti shot,2,0.0,0
131,"['investor', 'group', 'board', 'ahead']",20190502 1946360000,investor group board ahead,4,0.0,0
132,"['got', 'grand', 'recept', 'doubl', 'open', 'price', 'despit', 'market', 'sink', 'straight', 'day', 'dow', 'capit', 'rais']",20190502 1946250000,got grand recept doubl open price despit market sink straight day dow capit rais,14,0.5994,-1
133,"['mani', 'littl', 'time', 'get', 'file', 'tabl', 'alreadi', 'excel']",20190502 1945130000,mani littl time get file tabl alreadi excel,8,0.4588,0
134,"['strike', 'ahead']",20190502 1942410000,strike ahead,2,-0.128,-1
135,"['stay', 'away', 'think', 'good', 'buy', 'tho', 'buy', 'sell']",20190502 1941070000,stay away think good buy tho buy sell,8,0.4404,0
136,"['suggest', 'link', 'one', 'sex', 'attack', 'week', 'via']",20190502 1940360000,suggest link one sex attack week via,7,-0.4767,0
138,"['driver', 'would', 'love', 'purchas', 'stock', 'price']",20190502 1933290000,driver would love purchas stock price,6,0.6369,0
139,"['go', 'dilut', 'instead', 'killer']",20190502 1929320000,go dilut instead killer,4,-0.6486,0
140,"['someth', 'similar', 'give', 'free', 'price', 'also', 'base', 'servic', 'mani', 'go', 'get', 'rich', 'mani', 'trade', 'inde', 'go', 'public']",20190502 1924240000,someth similar give free price also base servic mani go get rich mani trade inde go public,17,0.7845,0
141,"['someth', 'similar', 'give', 'free', 'price', 'also', 'base', 'servic', 'mani', 'go', 'get', 'rich', 'mani', 'trade', 'inde', 'go', 'public']",20190502 1923590000,someth similar give free price also base servic mani go get rich mani trade inde go public,17,0.7845,0
142,"['go', 'public', 'year', 'happen', 'day', 'time', 'predict', 'stock', 'price', 'higher', 'first', 'day', 'odd', 'relat', 'news', 'place']",20190502 1914210000,go public year happen day time predict stock price higher first day odd relat news place,16,-0.3182,0
143,"['watch', 'ralli', 'beyond', 'meat', 'next']",20190502 1912420000,watch ralli beyond meat next,5,0.0,0
145,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 1905200000,core uphil battl analyst ahead,5,0.0,0
146,"['despit', 'unprofit', 'fundament', 'favor', 'unit', 'econom', 'analysi', 'potenti', 'period']",20190502 1905070000,despit unprofit fundament favor unit econom analysi potenti period,9,0.4019,0
147,"['investor', 'group', 'board', 'ahead']",20190502 1905060000,investor group board ahead,4,0.0,0
148,"['readi', 'senior', 'analyst', 'outlook', 'compani', 'appear']",20190502 1900520000,readi senior analyst outlook compani appear,6,0.0,0
149,"['tech', 'avoid', 'ride', 'edg']",20190502 1858300000,tech avoid ride edg,4,-0.296,0
150,"['big', 'play', 'invest', 'announc', 'today', 'came', 'million', 'belat', 'easter', 'egg', 'giant', 'make', 'invest']",20190502 1856060000,big play invest announc today came million belat easter egg giant make invest,13,0.34,0
151,"['biggest', 'impend', 'bought', 'million', 'last', 'year', 'per', 'share', 'sharehold', 'hold', 'could', 'worth']",20190502 1854520000,biggest impend bought million last year per share sharehold hold could worth,12,0.4767,0
152,"['come', 'stock', 'price', 'market', 'cap', 'buy']",20190502 1854340000,come stock price market cap buy,6,0.0,0
153,"['light', 'failur', 'seek', 'alpha']",20190502 1854090000,light failur seek alpha,4,0.0,0
154,['board'],20190502 1852540000,board,1,0.0,0
155,"['like', 'question', 'local', 'becom', 'success', 'exit', 'sale', 'local', 'intern', 'object', 'spark', 'local', 'system', 'local']",20190502 1851040000,like question local becom success exit sale local intern object spark local system local,14,0.7964,0
156,"['mean', 'much', 'longer', 'wait', 'overdu']",20190502 1841510000,mean much longer wait overdu,5,0.0,0
157,"['peopl', 'beyond', 'meat', 'better', 'save', 'cash']",20190502 1834120000,peopl beyond meat better save cash,6,0.7269,0
158,"['drive', 'necess', 'earn', 'stolen', 'benefit']",20190502 1829450000,drive necess earn stolen benefit,5,-0.0516,0
159,"['plan', 'strike', 'next', 'week', 'anticip']",20190502 1825290000,plan strike next week anticip,5,-0.128,0
160,"['sweat', 'labour', 'fulli', 'endors']",20190502 1822440000,sweat labour fulli endors,4,0.0,0
161,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 1820450000,core uphil battl analyst ahead,5,0.0,0
162,"['u', 'go', 'love', 'attent', 'dont']",20190502 1818510000,u go love attent dont,5,0.6369,0
163,"['investor', 'group', 'board', 'ahead']",20190502 1818340000,investor group board ahead,4,0.0,0
164,"['anoth', 'latest', 'move', 'control', 'cash', 'flow', 'reduc', 'transact', 'come']",20190502 1813540000,anoth latest move control cash flow reduc transact come,9,0.0,0
165,['present'],20190502 1813010000,present,1,0.0,0
166,"['make', 'initi', 'public', 'offer', 'stock', 'market', 'founder', 'person', 'gain', 'billion', 'cash', 'meanwhil', 'averag', 'earn', 'per', 'hour', 'work', 'hourli', 'rate']",20190502 1807000000,make initi public offer stock market founder person gain billion cash meanwhil averag earn per hour work hourli rate,19,0.5267,0
167,"['futur', 'underwat', 'pension', 'fund', 'purchas', 'like', 'chase', 'environ', 'overpay', 'stock', 'get', 'underwat', 'bail', 'lower', 'interest']",20190502 1805390000,futur underwat pension fund purchas like chase environ overpay stock get underwat bail lower interest,15,0.5106,0
168,"['plan', 'strike', 'kick']",20190502 1804100000,plan strike kick,3,-0.128,0
169,"['well', 'nice', 'present']",20190502 1803180000,well nice present,3,0.5994,0
171,"['rais', 'million', 'million', 'global', 'two', 'gave', 'away', 'proce', 'driver', 'would', 'get', 'well', 'tax']",20190502 1754000000,rais million million global two gave away proce driver would get well tax,13,0.2732,1
172,"['also', 'alreadi', 'tier', 'base', 'total', 'offer', 'stock', 'price']",20190502 1753150000,also alreadi tier base total offer stock price,8,0.0,0
173,"['busi', 'model', 'perfect', 'exampl', 'gener', 'posit', 'without', 'burn', 'lot', 'cash', 'case', 'cash', 'rais', 'ratio']",20190502 1746010000,busi model perfect exampl gener posit without burn lot cash case cash rais ratio,14,0.5719,0
174,"['huge', 'watch', 'put', 'even', 'pressur', 'ca', 'legislatur', 'undo', 'retroact', 'see', 'resist', 'pressur', 'great', 'time', 'fail']",20190502 1740180000,huge watch put even pressur ca legislatur undo retroact see resist pressur great time fail,15,0.4404,0
175,"['strike', 'ahead']",20190502 1738150000,strike ahead,2,-0.128,-1
176,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 1737190000,core uphil battl analyst ahead,5,0.0,0
177,"['investor', 'group', 'board', 'ahead']",20190502 1737060000,investor group board ahead,4,0.0,0
178,"['investor', 'group', 'board', 'ahead']",20190502 1734540000,investor group board ahead,4,0.0,0
179,"['san', 'plan', 'protest']",20190502 1733570000,san plan protest,3,-0.25,0
180,"['closer', 'look']",20190502 1733230000,closer look,2,0.0,0
181,"['edg', 'editor', 'top']",20190502 1733230000,edg editor top,3,0.2023,0
182,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 1733230000,core uphil battl analyst ahead,5,0.0,0
183,"['anoth', 'great', 'articl', 'recent', 'like', 'term', 'sheet', 'daili', 'morn', 'bet', 'profit']",20190502 1732540000,anoth great articl recent like term sheet daili morn bet profit,11,0.8591,0
184,"['reportedli', 'demand']",20190502 1732440000,reportedli demand,2,-0.128,0
185,"['investor', 'group', 'board', 'ahead', 'via', 'want', 'former', 'lynch', 'execut', 'note', 'person', 'close', 'nelson', 'chai']",20190502 1729280000,investor group board ahead via want former lynch execut note person close nelson chai,14,0.0772,0
186,"['short', 'cover', 'ralli', 'fuel', 'need', 'go', 'back', 'time', 'time', 'massiv', 'let', 'market', 'add', 'possibl', 'china', 'deal', 'blow', 'top', 'es', 'es', 'spi']",20190502 1721330000,short cover ralli fuel need go back time time massiv let market add possibl china deal blow top es es spi,21,0.2023,0
187,"['beyond', 'meat', 'market', 'debut', 'million', 'like', 'go', 'back', 'time', 'come', 'like', 'look', 'capit', 'rais', 'order', 'avoid', 'bankruptci']",20190502 1717520000,beyond meat market debut million like go back time come like look capit rais order avoid bankruptci,17,0.4215,0
188,"['mint', 'left', 'poverti', 'wage', 'reckless', 'cultur', 'silicon', 'wealth', 'creation', 'engin', 'work']",20190502 1715100000,mint left poverti wage reckless cultur silicon wealth creation engin work,11,0.3818,0
189,"['hear', 'sec', 'charg', 'surg', 'get', 'faster']",20190502 1713570000,hear sec charg surg get faster,6,0.0,0
190,"['biggest', 'satan', 'compani', 'goe', 'public', 'satan', 'satan', 'capitalist', 'jeff']",20190502 1711340000,biggest satan compani goe public satan satan capitalist jeff,9,0.0,0
191,"['sec', 'file', 'zoom', 'show', 'privat', 'compani', 'stock', 'grant', 'design', 'tax', 'face', 'see', 'new', 'tax']",20190502 1711290000,sec file zoom show privat compani stock grant design tax face see new tax,14,0.3612,0
192,"['could', 'home', 'run']",20190502 1706090000,could home run,3,0.0,0
193,"['edg', 'editor', 'top', 'edg']",20190502 1705530000,edg editor top edg,4,0.2023,0
194,"['go', 'one', 'stock', 'coupl', 'prove', 'gener', 'still', 'love', 'stock', 'tech']",20190502 1700190000,go one stock coupl prove gener still love stock tech,10,0.6369,0
195,"['see', 'idiot', 'decid', 'dilut', 'option', 'free', 'money', 'spin', 'ride', 'next', 'week', 'look', 'short', 'thing', 'crazi']",20190502 1654100000,see idiot decid dilut option free money spin ride next week look short thing crazi,15,0.0,0
196,"['wonder', 'much', 'recent', 'advertis', 'blitz', 'cost', 'global', 'sens', 'whiff', 'desper']",20190502 1653070000,wonder much recent advertis blitz cost global sens whiff desper,10,0.0,0
197,"['core', 'uphil', 'battl', 'analyst', 'ahead']",20190502 1652570000,core uphil battl analyst ahead,5,0.0,0
198,"['investor', 'group', 'board', 'ahead']",20190502 1652420000,investor group board ahead,4,0.0,0
199,"['investor', 'group', 'board', 'ahead']",20190502 1650360000,investor group board ahead,4,0.0,0
200,"['claim', 'captur', 'global', 'econom', 'activ', 'hold', 'water', 'strategi']",20190502 1650240000,claim captur global econom activ hold water strategi,8,0.0,0
