,content,date,text,Length,sid_sentiment,finbert_label
119,"['conserv', 'billion', 'valuat', 'upcom', 'fortun']",20210625 1425270000,conserv billion valuat upcom fortun,5,0.0,0
120,"['giant', 'reportedli', 'billion', 'valuat', 'upcom', 'us']",20210625 1421060000,giant reportedli billion valuat upcom us,6,0.0,0
121,"['giant', 'reportedli', 'billion', 'valuat', 'upcom', 'us']",20210625 1418070000,giant reportedli billion valuat upcom us,6,0.0,0
122,"['cusp', 'one', 'biggest', 'us', 'past', 'decad', 'crackdown', 'tech', 'spoil', 'parti']",20210625 1416270000,cusp one biggest us past decad crackdown tech spoil parti,10,0.0,0
123,"['busi', 'insid', 'giant', 'reportedli', 'billion', 'valuat', 'upcom', 'us']",20210625 1416110000,busi insid giant reportedli billion valuat upcom us,8,0.0,0
124,"['giant', 'reportedli', 'billion', 'valuat', 'upcom', 'us']",20210625 1416050000,giant reportedli billion valuat upcom us,6,0.0,0
125,"['cusp', 'one', 'biggest', 'us', 'past', 'decad', 'crackdown', 'tech', 'spoil', 'parti']",20210625 1408040000,cusp one biggest us past decad crackdown tech spoil parti,10,0.0,0
127,"['giant', 'also', 'sa', 'billion', 'us']",20210625 1405470000,giant also sa billion us,5,0.0,0
128,"['cusp', 'one', 'biggest', 'us', 'past', 'decad', 'crackdown', 'tech', 'spoil', 'parti']",20210625 1404020000,cusp one biggest us past decad crackdown tech spoil parti,10,0.0,0
129,"['firm', 'billion', 'cover', 'first', 'day']",20210625 1359050000,firm billion cover first day,5,0.0,0
130,"['giant', 'billion', 'valuat']",20210625 1351300000,giant billion valuat,3,0.0,0
132,"['la', 'ma', 'firm', 'cover', 'first', 'day', 'see']",20210625 1341550000,la ma firm cover first day see,7,0.0,0
133,"['top', 'peer', 'play']",20210625 1339060000,top peer play,3,0.4939,0
134,"['last', 'china', 'partnership', 'ago', 'also', 'player', 'still', 'area', 'next', 'logic', 'chart', 'magnet', 'zone']",20210625 1337390000,last china partnership ago also player still area next logic chart magnet zone,13,0.0,0
136,"['giant', 'look', 'rais', 'much', 'billion', 'one', 'biggest', 'us', 'past']",20210625 1330010000,giant look rais much billion one biggest us past,9,0.0,0
137,"['top', 'stori', 'firm', 'cover', 'first', 'day', 'see']",20210625 1328000000,top stori firm cover first day see,7,0.2023,0
138,"['el', 'chino', 'de', 'el', 'de', 'de', 'mil', 'en', 'con', 'de', 'b', 'lo', 'ser', 'de', 'la', 'de']",20210625 1323320000,el chino de el de de mil en con de b lo ser de la de,16,0.0,0
139,"['junta', 'con', 'brazil', 'x', 'pega', 'appl', 'en']",20210625 1321360000,junta con brazil x pega appl en,7,0.0,0
140,"['rais', 'billion', 'valuat', 'alreadi', 'fulli', 'cover', 'first', 'yoy', 'loss']",20210625 1316480000,rais billion valuat alreadi fulli cover first yoy loss,9,-0.3182,0
141,"['cusp', 'one', 'biggest', 'us', 'past', 'decad', 'crackdown', 'tech', 'spoil', 'parti']",20210625 1315290000,cusp one biggest us past decad crackdown tech spoil parti,10,0.0,0
142,"['firm', 'billion', 'valuat']",20210625 1313160000,firm billion valuat,3,0.0,0
143,"['rush', 'slice', 'us']",20210625 1311390000,rush slice us,3,0.0,0
144,"['rush', 'slice', 'us']",20210625 1311390000,rush slice us,3,0.0,0
145,"['cusp', 'one', 'biggest', 'us', 'past', 'decad', 'crackdown', 'tech', 'spoil', 'parti']",20210625 1311370000,cusp one biggest us past decad crackdown tech spoil parti,10,0.0,0
146,"['rush', 'slice']",20210625 1310460000,rush slice,2,0.0,0
147,"['firm', 'cover', 'first', 'day', 'mail']",20210625 1307130000,firm cover first day mail,5,0.0,0
148,['new'],20210625 1300490000,new,1,0.0,0
149,"['would', 'one', 'biggest', 'compani', 'us', 'sinc', 'jack', 'ma', 'group', 'hold', 'went', 'public']",20210625 1300120000,would one biggest compani us sinc jack ma group hold went public,12,0.0,0
150,"['valuat', 'target', 'billion', 'billion']",20210625 1256110000,valuat target billion billion,4,0.0,0
151,"['ambiti', 'china', 'crackdown', 'cash', 'burn']",20210625 1249090000,ambiti china crackdown cash burn,5,0.0,-1
152,"['new', 'york']",20210625 1240020000,new york,2,0.0,0
153,"['billion', 'new', 'york']",20210625 1232450000,billion new york,3,0.0,0
154,"['stock', 'market', 'wealth', 'us', 'export', 'china', 'compani', 'rais', 'billion', 'price', 'rang', 'via']",20210625 1222400000,stock market wealth us export china compani rais billion price rang via,12,0.4939,0
155,"['target', 'valuat', 'less', 'initi', 'rang', 'potenti', 'express', 'concern', 'growth', 'chanc', 'regul', 'tech', 'sun', 'report']",20210625 1205290000,target valuat less initi rang potenti express concern growth chanc regul tech sun report,14,0.3818,0
156,"['compani', 'rais', 'billion', 'price', 'rang']",20210625 1150060000,compani rais billion price rang,5,0.0,0
157,"['china', 'list', 'frenzi', 'us', 'set']",20210625 1148410000,china list frenzi us set,5,0.0,0
158,['us'],20210625 1146560000,us,1,0.0,0
159,"['plan', 'de', 'de', 'la', 'fed', 'para', 'de', 'c', 'de', 'para']",20210625 1140520000,plan de de la fed para de c de para,10,0.0,0
160,"['valuat', 'target', 'billion', 'billion']",20210625 1138550000,valuat target billion billion,4,0.0,0
161,"['giant', 'billion', 'valuat']",20210625 1137570000,giant billion valuat,3,0.0,0
162,"['new', 'post', 'stock', 'news']",20210625 1135360000,new post stock news,4,0.0,0
163,"['firm', 'billion', 'cover', 'first', 'day', 'via']",20210625 1134300000,firm billion cover first day via,6,0.0,0
164,"['firm', 'cover', 'first', 'day']",20210625 1113570000,firm cover first day,4,0.0,0
165,['us'],20210625 1113160000,us,1,0.0,0
166,"['china', 'ride', 'servic', 'seek', 'us', 'piec', 'face', 'competit', 'probe', 'fake']",20210625 1110550000,china ride servic seek us piec face competit probe fake,10,-0.4767,0
167,"['appli', 'rais', 'new', 'york', 'initi', 'public', 'offer', 'set', 'powerhous', 'debut', 'compani', 'us', 'sinc']",20210625 1059390000,appli rais new york initi public offer set powerhous debut compani us sinc,13,0.0,0
168,"['lever', 'de', 'lor', 'de', 'son', 'wall', 'street', 'via', 'market', 'digit']",20210625 1057210000,lever de lor de son wall street via market digit,10,0.0,0
169,"['seek', 'rais', 'billion', 'valuat', 'billion', 'billion', 'alreadi', 'fulli', 'cover', 'first', 'day']",20210625 1047190000,seek rais billion valuat billion billion alreadi fulli cover first day,11,0.0,0
170,"['billion', 'valuat']",20210625 1027150000,billion valuat,2,0.0,0
171,"['lever', 'de', 'lor', 'de', 'son', 'wall']",20210625 1009230000,lever de lor de son wall,6,0.0,0
172,"['lever', 'de', 'lor', 'de', 'son', 'wall']",20210625 1001550000,lever de lor de son wall,6,0.0,0
173,"['lever', 'de', 'lor', 'de', 'son', 'wall', 'street', 'busi']",20210625 1001340000,lever de lor de son wall street busi,8,0.0,0
174,"['lever', 'de', 'lor', 'de', 'son', 'wall', 'street']",20210625 1001310000,lever de lor de son wall street,7,0.0,0
175,"['gun', 'billion', 'valuat', 'news', 'also', 'develop', 'electr', 'autonom', 'drive', 'technolog']",20210625 0954120000,gun billion valuat news also develop electr autonom drive technolog,10,-0.34,0
176,"['us', 'price', 'rang', 'per', 'depositari', 'share', 'valuat']",20210625 0946080000,us price rang per depositari share valuat,7,0.296,0
177,"['conserv', 'billion', 'valuat', 'upcom']",20210625 0945030000,conserv billion valuat upcom,4,0.0,0
178,"['new', 'york', 'busi']",20210625 0935360000,new york busi,3,0.0,0
179,"['rais', 'much', 'new', 'york', 'stock', 'exchang', 'would', 'one', 'intern']",20210625 0930030000,rais much new york stock exchang would one intern,9,0.0,0
180,"['firm', 'billion', 'cover', 'first', 'day', 'via', 'yahoo']",20210625 0930030000,firm billion cover first day via yahoo,7,0.0,0
181,"['huge', 'day', 'coverag', 'firm', 'cover', 'first', 'day']",20210625 0859220000,huge day coverag firm cover first day,7,0.3182,0
182,"['giant', 'global', 'new', 'york', 'initi', 'public', 'offer', 'rais', 'billion', 'fulli', 'cover', 'first', 'day', 'accord', 'four', 'direct', 'knowledg']",20210625 0850000000,giant global new york initi public offer rais billion fulli cover first day accord four direct knowledg,17,0.0,0
183,"['compani', 'rais', 'billion', 'price', 'rang']",20210625 0841100000,compani rais billion price rang,5,0.0,0
184,"['firm', 'cover', 'first', 'day']",20210625 0832310000,firm cover first day,4,0.0,0
185,"['hail', 'actual', 'quit', 'formid', 'financi', 'err', 'billion', 'valuat', 'giant', 'list', 'million', 'depositori', 'china', 'transport']",20210625 0818480000,hail actual quit formid financi err billion valuat giant list million depositori china transport,14,0.0772,0
186,"['wall', 'street', 'journal', 'rais', 'nearli', 'billion']",20210625 0807560000,wall street journal rais nearli billion,6,0.0,0
188,"['bi', 'dollar', 'die', 'wird', 'bi', 'dollar', 'die']",20210625 0806290000,bi dollar die wird bi dollar die,7,-0.8316,0
189,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0802350000,china list frenzi us set,5,0.0,0
190,"['billion', 'us', 'fulli', 'cover']",20210625 0801520000,billion us fulli cover,4,0.0,0
191,"['valuat', 'target', 'billion', 'billion']",20210625 0756350000,valuat target billion billion,4,0.0,0
194,"['global', 'rais', 'billion', 'fulli', 'cover', 'us']",20210625 0744420000,global rais billion fulli cover us,6,0.0,0
195,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0741340000,china list frenzi us set,5,0.0,0
196,"['giant', 'billion', 'valuat']",20210625 0740280000,giant billion valuat,3,0.0,0
197,"['wall', 'street', 'journal', 'rais', 'nearli', 'billion']",20210625 0731180000,wall street journal rais nearli billion,6,0.0,0
198,"['global', 'rais', 'billion', 'fulli', 'cover']",20210625 0727110000,global rais billion fulli cover,5,0.0,0
199,"['firm', 'rais', 'us']",20210625 0721580000,firm rais us,3,0.0,0
200,['valuat'],20210625 0721230000,valuat,1,0.0,0
201,"['global', 'rais', 'billion', 'fulli', 'cover']",20210625 0720260000,global rais billion fulli cover,5,0.0,0
202,"['china', 'list', 'frenzi', 'us', 'set', 'june', 'giant', 'billion', 'new', 'york', 'debut', 'supercharg', 'unit', 'back']",20210625 0719140000,china list frenzi us set june giant billion new york debut supercharg unit back,14,0.0,0
203,"['giant', 'rais', 'us']",20210625 0716550000,giant rais us,3,0.0,0
204,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0715530000,china list frenzi us set,5,0.0,0
205,"['valuat', 'us']",20210625 0713030000,valuat us,2,0.0,0
206,"['giant', 'rais', 'much', 'billion', 'new', 'york', 'stock', 'exchang', 'debut', 'set', 'like', 'biggest', 'us', 'initi', 'public', 'offer', 'year']",20210625 0708000000,giant rais much billion new york stock exchang debut set like biggest us initi public offer year,17,0.3612,0
207,"['invest', 'china', 'legal', 'trade', 'compani', 'rais', 'billion', 'price', 'rang']",20210625 0707360000,invest china legal trade compani rais billion price rang,9,0.128,0
208,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0705100000,china list frenzi us set,5,0.0,0
209,"['billion', 'us', 'fulli', 'cover', 'good', 'sourc']",20210625 0704000000,billion us fulli cover good sourc,6,0.4404,1
210,"['billion', 'us', 'fulli', 'cover']",20210625 0658330000,billion us fulli cover,4,0.0,0
211,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0641530000,china list frenzi us set,5,0.0,0
212,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0638110000,china list frenzi us set,5,0.0,0
213,"['updat', 'list', 'frenzi', 'us', 'set', 'baba']",20210625 0620280000,updat list frenzi us set baba,6,0.0,0
214,"['china', 'list', 'frenzi', 'us', 'set', 'news']",20210625 0602500000,china list frenzi us set news,6,0.0,0
215,"['cut', 'edg', 'research', 'across', 'asset', 'compani', 'aim', 'valuat', 'billion', 'new', 'york', 'debut', 'set', 'like', 'biggest', 'us']",20210625 0602120000,cut edg research across asset compani aim valuat billion new york debut set like biggest us,16,0.4404,-1
216,"['giant', 'billion', 'valuat']",20210625 0550120000,giant billion valuat,3,0.0,0
217,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0540020000,china list frenzi us set,5,0.0,0
218,"['answer', 'valuat', 'list', 'biggest', 'year', 'howev', 'hope', 'fetch']",20210625 0539150000,answer valuat list biggest year howev hope fetch,8,0.4404,0
219,"['china', 'go', 'huge', 'keep', 'giant', 'billion', 'valuat']",20210625 0538290000,china go huge keep giant billion valuat,7,0.3182,0
220,"['rais', 'nearli', 'billion']",20210625 0533220000,rais nearli billion,3,0.0,0
221,"['firm', 'rais', 'us']",20210625 0518540000,firm rais us,3,0.0,0
222,"['giant', 'rais', 'billion', 'us']",20210625 0508120000,giant rais billion us,4,0.0,0
223,"['giant', 'billion', 'valuat']",20210625 0502050000,giant billion valuat,3,0.0,0
224,"['good', 'morn', 'global', 'compani', 'aim', 'valuat', 'billion', 'debut', 'set', 'like', 'biggest', 'us', 'year', 'solid', 'open', 'top']",20210625 0458340000,good morn global compani aim valuat billion debut set like biggest us year solid open top,16,0.7783,1
225,['us'],20210625 0448050000,us,1,0.0,0
226,['us'],20210625 0443410000,us,1,0.0,0
227,"['global', 'compani', 'aim', 'valuat', 'billion', 'new', 'york', 'stock', 'exchang', 'debut', 'set', 'like', 'biggest', 'us', 'initi', 'public', 'offer', 'year', 'china']",20210625 0439080000,global compani aim valuat billion new york stock exchang debut set like biggest us initi public offer year china,19,0.3612,0
228,"['giant', 'billion', 'valuat']",20210625 0431470000,giant billion valuat,3,0.0,0
229,"['giant', 'us']",20210625 0428030000,giant us,2,0.0,0
230,"['ride', 'firm', 'valuat', 'target', 'billion', 'billion']",20210625 0419320000,ride firm valuat target billion billion,6,0.0,0
231,"['valuat', 'target', 'billion', 'billion']",20210625 0416340000,valuat target billion billion,4,0.0,0
232,"['china', 'list', 'frenzi', 'us', 'set']",20210625 0414500000,china list frenzi us set,5,0.0,0
