,content,date,text,Length,sid_sentiment,finbert_label
33,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1956590000,billion quarter profit next gener post billion profit,8,0.7003,0
34,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1956590000,billion quarter profit next gener post billion profit,8,0.7003,0
35,"['violat', 'first', 'gener', 'naughti', 'analyst']",20101110 1956310000,violat first gener naughti analyst,5,0.0,0
36,"['gener', 'naughti', 'analyst']",20101110 1955250000,gener naughti analyst,3,0.0,0
37,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1943050000,billion quarter profit next gener post billion,7,0.4404,0
38,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1940140000,billion quarter profit next gener post billion,7,0.4404,0
39,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener', 'earn']",20101110 1939500000,billion profit ahead strong new truck gener earn,8,0.7351,1
40,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1934570000,billion quarter profit next bailey gener post,7,0.4404,0
41,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1934400000,billion quarter profit next bailey gener post,7,0.4404,0
42,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1934380000,billion quarter profit next bailey gener post,7,0.4404,0
43,"['busi', 'news', 'quarter', 'profit', 'next', 'gener', 'post']",20101110 1902270000,busi news quarter profit next gener post,7,0.4404,0
44,"['busi', 'news', 'unauthor', 'cost', 'spot', 'new', 'york', 'gener']",20101110 1902270000,busi news unauthor cost spot new york gener,8,0.0,0
45,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1851410000,billion quarter profit next bailey gener post,7,0.4404,0
46,"['billion', 'quarter', 'profit', 'gener', 'post']",20101110 1851350000,billion quarter profit gener post,5,0.4404,0
47,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1851340000,billion quarter profit next bailey gener post,7,0.4404,0
48,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1851340000,billion quarter profit next bailey gener post,7,0.4404,0
49,"['billion', 'quarter', 'profit', 'gener', 'post']",20101110 1847340000,billion quarter profit gener post,5,0.4404,0
50,"['busi', 'unauthor', 'cost', 'spot', 'gener', 'confirm']",20101110 1846240000,busi unauthor cost spot gener confirm,6,0.0,0
51,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener', 'earn', 'bill']",20101110 1837200000,billion profit ahead strong new truck gener earn bill,9,0.7351,1
52,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1836310000,billion quarter profit next bailey gener post,7,0.4404,0
53,"['employe', 'gener', 'team', 'underwrit', 'stock', 'offer', 'longer']",20101110 1836100000,employe gener team underwrit stock offer longer,7,0.0,0
54,"['employe', 'gener', 'team', 'underwrit', 'stock', 'offer', 'longer']",20101110 1836100000,employe gener team underwrit stock offer longer,7,0.0,0
55,"['gener', 'profit', 'eve', 'return', 'stock', 'market', 'dan', 'reiter']",20101110 1829420000,gener profit eve return stock market dan reiter,8,0.4404,0
56,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1829260000,billion quarter profit next bailey gener post,7,0.4404,0
57,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1829250000,billion quarter profit next bailey gener post,7,0.4404,0
58,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1825160000,billion quarter profit next bailey gener post,7,0.4404,0
59,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1817160000,billion quarter profit next bailey gener post,7,0.4404,0
60,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1817160000,billion quarter profit next bailey gener post,7,0.4404,0
61,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1816040000,billion quarter profit next bailey gener post,7,0.4404,0
62,"['billion', 'quarter', 'profit', 'next', 'bailey', 'gener', 'post']",20101110 1816030000,billion quarter profit next bailey gener post,7,0.4404,0
63,"['se', 'gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1812170000,se gener billion third quarter quarterli profit next week,9,0.4404,0
64,"['gener', 'profit', 'billion', 'ahead']",20101110 1759300000,gener profit billion ahead,4,0.4404,0
65,"['gig', 'due', 'stray', 'gener', 'confirm', 'today', 'underwrit']",20101110 1757350000,gig due stray gener confirm today underwrit,7,0.0,0
66,"['gener', 'billion', 'profit', 'eve', 'today']",20101110 1754410000,gener billion profit eve today,5,0.4404,0
67,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener', 'earn']",20101110 1751560000,billion profit ahead strong new truck gener earn,8,0.7351,1
68,"['gig', 'due', 'stray', 'gener', 'confirm', 'today', 'underwrit']",20101110 1747440000,gig due stray gener confirm today underwrit,7,0.0,0
69,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit', 'drive']",20101110 1747360000,billion quarter profit next gener post billion profit drive,9,0.7003,0
70,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener', 'earn']",20101110 1746060000,billion profit ahead strong new truck gener earn,8,0.7351,1
71,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener', 'earn']",20101110 1746050000,billion profit ahead strong new truck gener earn,8,0.7351,1
72,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener', 'earn']",20101110 1746040000,billion profit ahead strong new truck gener earn,8,0.7351,1
73,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener', 'ear']",20101110 1746040000,billion profit ahead strong new truck gener ear,8,0.7351,1
74,"['billion', 'profit', 'ahead', 'strong', 'new', 'truck', 'gener']",20101110 1746040000,billion profit ahead strong new truck gener,7,0.7351,1
75,"['underwrit', 'due', 'longer', 'deal', 'new', 'york', 'dow', 'gener']",20101110 1741060000,underwrit due longer deal new york dow gener,8,0.0,0
76,"['underwrit', 'due', 'longer', 'deal', 'new', 'york', 'dow', 'gener']",20101110 1741060000,underwrit due longer deal new york dow gener,8,0.0,0
77,"['underwrit', 'due', 'longer', 'deal', 'new', 'york', 'dow', 'gener']",20101110 1741060000,underwrit due longer deal new york dow gener,8,0.0,0
78,"['underwrit', 'due', 'longer', 'deal', 'new', 'york', 'dow', 'gener']",20101110 1741060000,underwrit due longer deal new york dow gener,8,0.0,0
79,"['billion', 'quarter', 'profit', 'next', 'gener', 'post']",20101110 1733480000,billion quarter profit next gener post,6,0.4404,0
80,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1733320000,billion quarter profit next gener post billion,7,0.4404,0
81,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1732500000,billion quarter profit next gener post billion,7,0.4404,0
82,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1722560000,unauthor cost spot new york gener confirm wed,8,0.0,0
83,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1722360000,billion quarter profit next gener post billion,7,0.4404,0
84,"['gener', 'profit', 'day']",20101110 1710100000,gener profit day,3,0.4404,0
85,"['gener', 'profit', 'eve', 'world', 'news', 'via']",20101110 1707040000,gener profit eve world news via,6,0.4404,0
86,"['gener', 'profit', 'eve', 'via']",20101110 1706450000,gener profit eve via,4,0.4404,0
87,"['gener', 'billion', 'profit', 'eve', 'gener', 'post', 'profit', 'revenu']",20101110 1705470000,gener billion profit eve gener post profit revenu,8,0.7003,0
88,"['unauthor', 'cost', 'spot', 'gener', 'confirm']",20101110 1659060000,unauthor cost spot gener confirm,5,0.0,0
89,"['news', 'gener', 'billion', 'profit', 'eve', 'today']",20101110 1657450000,news gener billion profit eve today,6,0.4404,0
90,"['news', 'unauthor', 'cost', 'spot', 'gener', 'confirm']",20101110 1653110000,news unauthor cost spot gener confirm,6,0.0,-1
91,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1652370000,billion quarter profit next gener post billion,7,0.4404,0
92,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1647180000,unauthor cost spot new york gener confirm wed,8,0.0,0
93,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener']",20101110 1647180000,unauthor cost spot new york gener,6,0.0,0
94,"['gener', 'profit', 'billion', 'ahead']",20101110 1642410000,gener profit billion ahead,4,0.4404,0
95,"['billion', 'quarter', 'profit', 'next', 'gener', 'post']",20101110 1642080000,billion quarter profit next gener post,6,0.4404,0
96,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1641040000,unauthor cost spot new york gener confirm wed,8,0.0,0
97,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1641020000,unauthor cost spot new york gener confirm wed,8,0.0,0
98,"['financi', 'unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'c']",20101110 1641020000,financi unauthor cost spot new york gener c,8,0.0,0
99,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1640110000,billion quarter profit next gener post billion,7,0.4404,0
100,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1637090000,unauthor cost spot new york gener confirm wed,8,0.0,0
101,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1637020000,unauthor cost spot new york gener confirm,7,0.0,0
102,"['billion', 'quarter', 'profit', 'next', 'gener', 'post']",20101110 1632590000,billion quarter profit next gener post,6,0.4404,0
103,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1632580000,billion quarter profit next gener post billion,7,0.4404,0
104,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1632580000,billion quarter profit next gener post billion,7,0.4404,0
105,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1632580000,billion quarter profit next gener post billion,7,0.4404,0
106,"['billion', 'quarter', 'profit', 'next', 'gener', 'post']",20101110 1632580000,billion quarter profit next gener post,6,0.4404,0
107,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1632580000,billion quarter profit next gener post billion,7,0.4404,0
108,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1632580000,billion quarter profit next gener post billion,7,0.4404,0
109,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1632580000,billion quarter profit next gener post billion,7,0.4404,0
110,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1632580000,billion quarter profit next gener post billion,7,0.4404,0
111,"['ask', 'analysi', 'billion', 'quarter', 'profit', 'next', 'gener', 'po']",20101110 1632580000,ask analysi billion quarter profit next gener po,8,-0.1779,0
112,"['billion', 'quarter', 'profit', 'next', 'gener']",20101110 1632580000,billion quarter profit next gener,5,0.4404,0
113,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1631340000,unauthor cost spot new york gener confirm wed,8,0.0,0
114,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1630110000,billion quarter profit next gener post billion profit,8,0.7003,0
115,"['billion', 'quarter', 'profit', 'next', 'gener']",20101110 1630110000,billion quarter profit next gener,5,0.4404,0
116,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1630090000,billion quarter profit next gener post billion profit,8,0.7003,0
117,"['twitter', 'billion', 'quarter', 'profit', 'next', 'gener', 'po']",20101110 1630080000,twitter billion quarter profit next gener po,7,-0.1779,0
118,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'th']",20101110 1630070000,billion quarter profit next gener post billion th,8,0.4404,0
119,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1630050000,billion quarter profit next gener post billion,7,0.4404,0
120,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1630050000,billion quarter profit next gener post billion,7,0.4404,0
121,"['billion', 'quarter', 'profit', 'next', 'gener', 'post']",20101110 1623520000,billion quarter profit next gener post,6,0.4404,0
122,"['unauthor', 'cost', 'spot', 'gener']",20101110 1621210000,unauthor cost spot gener,4,0.0,0
123,"['unauthor', 'cost', 'spot', 'gener', 'confirm', 'ha']",20101110 1621210000,unauthor cost spot gener confirm ha,6,0.34,0
124,"['unauthor', 'cost', 'spot', 'gener', 'confirm']",20101110 1621200000,unauthor cost spot gener confirm,5,0.0,0
125,"['unauthor', 'cost', 'spot', 'gener', 'confirm']",20101110 1621170000,unauthor cost spot gener confirm,5,0.0,0
126,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1621170000,billion quarter profit next gener post billion profit,8,0.7003,0
127,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1621150000,billion quarter profit next gener post billion profit,8,0.7003,0
128,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1620520000,billion quarter profit next gener post billion,7,0.4404,0
129,"['billion', 'quarter', 'profit', 'next', 'gener', 'post']",20101110 1620510000,billion quarter profit next gener post,6,0.4404,0
130,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1620510000,billion quarter profit next gener post billion profit,8,0.7003,0
131,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit']",20101110 1620510000,billion quarter profit next gener post billion profit,8,0.7003,0
132,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'profit', 'news']",20101110 1620500000,billion quarter profit next gener post billion profit news,9,0.7003,0
133,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1620470000,billion quarter profit next gener post billion,7,0.4404,0
134,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion']",20101110 1620470000,billion quarter profit next gener post billion,7,0.4404,0
135,"['billion', 'quarter', 'profit', 'next', 'gener', 'post', 'billion', 'th', 'news']",20101110 1620470000,billion quarter profit next gener post billion th news,9,0.4404,0
136,['gener'],20101110 1615500000,gener,1,0.0,0
137,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1610110000,unauthor cost spot new york gener confirm wed,8,0.0,0
138,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener']",20101110 1610100000,unauthor cost spot new york gener,6,0.0,0
139,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1610100000,unauthor cost spot new york gener confirm wed,8,0.0,0
140,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener']",20101110 1610090000,unauthor cost spot new york gener,6,0.0,0
141,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1610090000,unauthor cost spot new york gener confirm wed,8,0.0,0
142,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1610090000,unauthor cost spot new york gener confirm wed,8,0.0,0
143,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1606260000,unauthor cost spot new york gener confirm,7,0.0,0
144,"['gener', 'billion', 'profit', 'eve', 'one', 'work', 'save']",20101110 1606250000,gener billion profit eve one work save,7,0.7269,0
145,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1605440000,unauthor cost spot new york gener confirm,7,0.0,0
146,"['gener', 'billion', 'profit', 'eve', 'financ']",20101110 1604300000,gener billion profit eve financ,5,0.4404,0
147,"['gener', 'profit', 'eve', 'today', 'gener']",20101110 1601240000,gener profit eve today gener,5,0.4404,0
148,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1600220000,unauthor cost spot new york gener confirm,7,0.0,0
149,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'busi']",20101110 1559470000,unauthor cost spot new york gener busi,7,0.0,0
150,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener']",20101110 1559460000,unauthor cost spot new york gener,6,0.0,0
151,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener']",20101110 1559450000,unauthor cost spot new york gener,6,0.0,0
152,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1559450000,unauthor cost spot new york gener confirm,7,0.0,0
153,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1559440000,unauthor cost spot new york gener confirm,7,0.0,0
154,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1559440000,unauthor cost spot new york gener confirm,7,0.0,0
155,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1559440000,unauthor cost spot new york gener confirm,7,0.0,0
156,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1559440000,unauthor cost spot new york gener confirm,7,0.0,0
157,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm']",20101110 1559440000,unauthor cost spot new york gener confirm,7,0.0,0
158,"['unauthor', 'cost', 'spot', 'new', 'york', 'gener', 'confirm', 'wed']",20101110 1559430000,unauthor cost spot new york gener confirm wed,8,0.0,0
159,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1553350000,gener billion third quarter quarterli profit next week,8,0.4404,0
160,"['gener', 'billion', 'profit', 'eve']",20101110 1549510000,gener billion profit eve,4,0.4404,0
161,"['gener', 'billion', 'profit', 'eve']",20101110 1549500000,gener billion profit eve,4,0.4404,0
162,"['financi', 'gener', 'billion', 'profit', 'eve', 'interest']",20101110 1549220000,financi gener billion profit eve interest,6,0.7096,0
163,"['gener', 'billion', 'profit', 'eve', 'gener', 'post', 'profit', 'revenu']",20101110 1549180000,gener billion profit eve gener post profit revenu,8,0.7003,0
164,"['gener', 'profit', 'eve']",20101110 1544240000,gener profit eve,3,0.4404,0
165,"['gener', 'profit', 'eve', 'today', 'would', 'will']",20101110 1537280000,gener profit eve today would will,6,0.4404,0
166,"['gener', 'profit', 'eve']",20101110 1536060000,gener profit eve,3,0.4404,0
167,"['gener', 'profit', 'eve', 'gener', 'post', 'profit', 'revenu']",20101110 1536060000,gener profit eve gener post profit revenu,7,0.7003,0
168,"['gener', 'profit', 'eve', 'gener', 'post', 'profit', 'revenu']",20101110 1536050000,gener profit eve gener post profit revenu,7,0.7003,0
169,"['top', 'gener', 'profit', 'eve', 'today']",20101110 1532100000,top gener profit eve today,5,0.5719,0
170,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1532010000,gener billion third quarter quarterli profit next week,8,0.4404,0
171,"['sexi', 'busi', 'news', 'gener', 'profit', 'eve', 'today']",20101110 1524460000,sexi busi news gener profit eve today,7,0.4404,0
172,"['gener', 'profit', 'eve', 'today']",20101110 1524260000,gener profit eve today,4,0.4404,0
173,"['gener', 'profit', 'billion', 'ahead']",20101110 1518570000,gener profit billion ahead,4,0.4404,0
174,"['gener', 'profit', 'billion', 'ahead']",20101110 1518560000,gener profit billion ahead,4,0.4404,0
175,"['gener', 'profit', 'billion', 'ahead']",20101110 1516070000,gener profit billion ahead,4,0.4404,0
176,"['gener', 'profit', 'billion', 'ahead']",20101110 1513000000,gener profit billion ahead,4,0.4404,0
177,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1512430000,gener billion third quarter quarterli profit next week,8,0.4404,0
178,"['gener', 'profit', 'eve', 'today']",20101110 1511490000,gener profit eve today,4,0.4404,0
179,"['gener', 'profit', 'eve', 'today']",20101110 1509200000,gener profit eve today,4,0.4404,0
180,"['gener', 'profit', 'eve', 'today']",20101110 1508280000,gener profit eve today,4,0.4404,0
181,"['gener', 'profit', 'billion', 'ahead', 'auto', 'news']",20101110 1507180000,gener profit billion ahead auto news,6,0.4404,0
182,"['gener', 'billion', 'quarterli', 'profit', 'week']",20101110 1506480000,gener billion quarterli profit week,5,0.4404,0
183,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1503210000,gener billion third quarter quarterli profit next week,8,0.4404,0
184,"['news', 'gener', 'profit', 'billion', 'ahead']",20101110 1500350000,news gener profit billion ahead,5,0.4404,0
185,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1500230000,gener billion third quarter quarterli profit next week,8,0.4404,0
186,"['gener', 'profit', 'billion', 'ahead']",20101110 1457530000,gener profit billion ahead,4,0.4404,0
187,"['gener', 'profit', 'billion', 'ahead']",20101110 1457410000,gener profit billion ahead,4,0.4404,0
188,"['news', 'gener', 'profit', 'eve', 'today']",20101110 1457090000,news gener profit eve today,5,0.4404,0
189,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1449520000,gener billion third quarter quarterli profit next week,8,0.4404,0
190,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1449350000,gener billion third quarter quarterli profit next week,8,0.4404,0
191,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1446520000,gener billion third quarter quarterli profit next week,8,0.4404,0
192,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1446370000,gener billion third quarter quarterli profit next week,8,0.4404,0
193,"['gener', 'profit', 'billion', 'ahead', 'earn']",20101110 1446170000,gener profit billion ahead earn,5,0.4404,0
194,"['gener', 'profit', 'eve', 'return', 'stock', 'market', 'intern', 'region']",20101110 1446080000,gener profit eve return stock market intern region,8,0.4404,-1
195,"['gener', 'profit', 'billion', 'ahead', 'mo']",20101110 1445550000,gener profit billion ahead mo,5,0.4404,0
196,"['gener', 'profit', 'billion', 'ahead']",20101110 1445040000,gener profit billion ahead,4,0.4404,0
197,"['gener', 'billion', 'third', 'quarter', 'quarterli', 'profit', 'next', 'week']",20101110 1443500000,gener billion third quarter quarterli profit next week,8,0.4404,0
198,"['gener', 'billion', 'profit', 'eve', 'gener', 'post', 'profit', 'revenu']",20101110 1442520000,gener billion profit eve gener post profit revenu,8,0.7003,0
199,"['gener', 'za', 'e', 'k', 'v', 'e']",20101110 1442120000,gener za e k v e,6,0.0,0
200,"['gener', 'profit', 'billion', 'ahead']",20101110 1440240000,gener profit billion ahead,4,0.4404,0
201,"['gener', 'profit', 'billion', 'ahead']",20101110 1440230000,gener profit billion ahead,4,0.4404,0
202,"['gener', 'profit', 'billion', 'ahead']",20101110 1440220000,gener profit billion ahead,4,0.4404,0
203,"['gener', 'profit', 'billion', 'ahead']",20101110 1440220000,gener profit billion ahead,4,0.4404,0
204,"['gener', 'profit', 'billion', 'ahead', 'mo']",20101110 1440220000,gener profit billion ahead mo,5,0.4404,0
205,"['gener', 'profit', 'billion', 'ahead', 'mo']",20101110 1440220000,gener profit billion ahead mo,5,0.4404,0
206,"['gener', 'profit', 'billion', 'ahead']",20101110 1440220000,gener profit billion ahead,4,0.4404,0
207,"['gener', 'profit', 'billion', 'ahead']",20101110 1440220000,gener profit billion ahead,4,0.4404,0
